run,evidence_id,final_attempt,final_item_accepted,judge,status,reason
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY6_10390000_A3_A5_0-1,1,True,evidence_groundedness,PASS,"The question asks for the state of the outdoor patio, which is not visible in Tasha's indoor video (00:00-00:08). Katrina's video (00:00-00:21) clearly shows a wooden slat table with craft supplies (frames, papers, glue), directly supporting the correct answer 'A wooden table with scattered craft supplies'. The evidence is concrete and temporally aligned."
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY6_10390000_A3_A5_0-1,1,True,answerability,PASS,combined videos answer correctly; the evidence provider alone also answered correctly and this is logged as acceptable evidence-provider answerability
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY7_19220000_A1_A2_0-1,3,False,qa_formality,PASS,"The question is natural, first-person, and asks for a concrete state change (appliance door opened) rather than a shallow activity report. It avoids naming participants. The multiple-choice structure is valid with five mutually exclusive options."
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY7_19220000_A1_A2_0-1,3,False,evidence_groundedness,FAIL,"The evidence claim states that Alice opens the door of the white appliance at 19:22:18-19:22:20. However, the video frames for Alice at these timestamps (18s-20s) show her hands interacting with a black object (likely a phone or remote) against a tiled wall, not opening an appliance door. The white appliance (microwave) is visible in the background, but no interaction with its door occurs in the provided clip."
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY7_19220000_A1_A2_0-1,3,False,answerability,PASS,combined videos answer correctly and all single/subset conditions are insufficient or incorrect
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY6_11133000_A4_A5_0-1,1,True,qa_formality,PASS,"The question is natural, first-person, and asks for a concrete missing object location (where the cards ended up) rather than a shallow concurrent activity. It does not name any participants. The multiple-choice structure is valid with five distinct options and a correct answer matching option C."
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY6_11133000_A4_A5_0-1,1,True,evidence_groundedness,PASS,"The question is grounded in the visual evidence. Lucia's video shows her focused on taping a paper craft, establishing the context of the activity. Katrina's video shows her walking to an outdoor patio and placing a card on a wooden table that is covered with other scattered cards. The correct answer 'The outdoor wooden table' is clearly supported by Katrina's view."
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY6_11133000_A4_A5_0-1,1,True,answerability,PASS,combined videos answer correctly; the evidence provider alone also answered correctly and this is logged as acceptable evidence-provider answerability
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY4_21340000_A1_A5_0-1,3,False,qa_formality,FAIL,"The question is a shallow concurrent-activity query ('What was the other person doing?') rather than asking for a concrete missing object, state, or outcome relevant to the speaker's immediate context.; semantic_subchecks.other_person_activity_query failed: The question explicitly asks 'What was the other person doing down there?' and the answer is simply the activity 'Sitting on the floor playing a guitar'. This is a shallow activity report, not a query for a concrete missing detail like an object's state or location."
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY4_21340000_A1_A5_0-1,3,False,evidence_groundedness,PASS,"The question is grounded in the visual evidence. Jake's video shows him washing his hands in the bathroom (21:34:20-21:34:29), establishing the context of him being away from the living room. Katrina's video clearly shows her sitting on the floor playing a guitar (21:34:00-21:34:29), which provides the answer to what was happening in the room. The temporal alignment is correct."
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY4_21340000_A1_A5_0-1,3,False,answerability,PASS,combined videos answer correctly; the evidence provider alone also answered correctly and this is logged as acceptable evidence-provider answerability
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_19320000_A2_A3_0-1,3,False,qa_formality,PASS,"The question is well-formed, natural, and asks for a concrete object (carton of eggs) rather than a shallow activity report. It avoids direct name leakage by using 'you' instead of 'Tasha'. The multiple-choice structure is valid with five distinct options."
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_19320000_A2_A3_0-1,3,False,evidence_groundedness,PASS,The question is grounded in the visual evidence. Alice's video confirms she is sitting at the table looking at her phone (contextual anchor). Tasha's video clearly shows her opening the refrigerator and retrieving a carton of eggs (answer-bearing detail). The timestamps align with the actions described.
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_19320000_A2_A3_0-1,3,False,answerability,FAIL,combined_all_users did not select correct answer A
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY6_15200000_A1_A6_0-1,3,False,qa_formality,PASS,"The question is well-formed, natural, and asks for a concrete visual detail (text on a screen) rather than a shallow activity report. It does not name participants. Although the evidence attribution in the metadata is contradictory (claiming Shure is the evidence provider but stating Shure cannot see the TV), the question-answer item itself satisfies the formality constraints of being a valid 5-option MCQ with a clear, non-activity-based query."
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY6_15200000_A1_A6_0-1,3,False,evidence_groundedness,FAIL,"The item claims the question requires two users and that the evidence provider (Shure) supplies the missing detail, but the evidence provider's video does not show the TV screen or the text at all. The answer is fully visible in the asker's (Jake) video, making the two-user requirement and the specific role assignment invalid. The item essentially asks a single-user question while falsely claiming a dependency on the second user."
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY6_15200000_A1_A6_0-1,3,False,answerability,FAIL,asker/subset condition answered correctly: single_user::Jake
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY4_16533000_A1_A4_0-1,3,False,qa_formality,PASS,"The question is natural, first-person, and asks for a concrete visual detail (drawing on whiteboard) rather than a person's activity. It does not name any participants. The multiple-choice structure is valid with five distinct options and a correct answer matching option B."
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY4_16533000_A1_A4_0-1,3,False,evidence_groundedness,PASS,"The question is grounded in the visual evidence. Jake's video shows him outside on the patio (16:53:30-16:53:45), establishing the context that he cannot see the interior whiteboard. Lucia's video (16:53:39-16:53:45) clearly shows the whiteboard with a cartoon dog face drawing, providing the necessary evidence to answer the question."
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY4_16533000_A1_A4_0-1,3,False,answerability,FAIL,asker/subset condition answered correctly: single_user::Jake
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_23170000_A1_A5_0-1,1,True,qa_formality,PASS,"The question is well-formed, natural, and asks for a concrete object detail (items on the table) rather than a shallow activity report. It avoids naming participants directly. The multiple-choice structure is valid with five distinct options."
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_23170000_A1_A5_0-1,1,True,evidence_groundedness,PASS,"The question is grounded in the visual evidence. Jake's video shows him leaving the living room and going upstairs, establishing the context of missing the activity. Katrina's video clearly shows the specific items (scissors and glue bottle) on the table next to the couch where a person is sitting. The answer 'A pair of scissors and a bottle of glue' is directly supported by Katrina's view."
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_23170000_A1_A5_0-1,1,True,answerability,PASS,combined videos answer correctly; the evidence provider alone also answered correctly and this is logged as acceptable evidence-provider answerability
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY6_21120000_A1_A6_0-1,3,False,qa_formality,PASS,"The question is natural, first-person, and asks for a concrete object detail (umbrella on table) rather than a person's activity. It does not name any participants. The multiple-choice structure is valid with five distinct options and a correct answer matching option C."
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY6_21120000_A1_A6_0-1,3,False,evidence_groundedness,FAIL,"The question asks what is sitting 'on top of the table', and the correct answer is 'A large open umbrella'. However, the umbrella is a freestanding structure covering the table, not an object sitting on the table surface. The table surface itself is covered with food containers, foil, and red plastic bags (Option D). The evidence claims incorrectly state that the umbrella is 'on top of the table' or 'covering the table' in a way that implies it is the object on the table, which is semantically incorrect and visually misleading. The visual evidence for Option D (red plastic bags) is strong in Shure's view, making the selected answer factually wrong relative to the question phrasing."
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY6_21120000_A1_A6_0-1,3,False,answerability,FAIL,combined_all_users did not select correct answer C
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_17193000_A1_A3_0-1,2,True,qa_formality,PASS,"The question is natural, uses first-person perspective, asks for a concrete object (fruit type) rather than a person's activity, and does not name any participants. The multiple-choice structure is valid with five distinct options."
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_17193000_A1_A3_0-1,2,True,evidence_groundedness,PASS,"The question asks for a specific object detail (the fruit picked) that is not visible in the asker's (Jake) view but is clearly visible in the evidence provider's (Tasha) view. Jake's video shows the group entering the store and walking past produce, establishing the context but missing the specific interaction. Tasha's video explicitly shows a hand picking up a yellow basket of durians at the end of the clip. The evidence claims and timestamps align with the visual content."
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_17193000_A1_A3_0-1,2,True,answerability,PASS,combined videos answer correctly; the evidence provider alone also answered correctly and this is logged as acceptable evidence-provider answerability
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY7_14383000_A2_A3_0-1,1,True,qa_formality,PASS,"The question is well-formed, natural, and asks for a concrete visual detail (content on a tablet) rather than a shallow concurrent activity. It avoids naming participants and follows the five-option multiple-choice structure correctly."
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY7_14383000_A2_A3_0-1,1,True,evidence_groundedness,PASS,The question asks for the content on a tablet in the other room while the speaker (Alice) is on her phone. Alice's video confirms she is scrolling on her phone and cannot see the tablet. Tasha's video clearly shows a tablet playing a black and white video of a person. The correct answer 'A black and white film clip' is directly supported by the visual evidence in Tasha's video.
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY7_14383000_A2_A3_0-1,1,True,answerability,PASS,combined videos answer correctly; the evidence provider alone also answered correctly and this is logged as acceptable evidence-provider answerability
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY6_12530000_A2_A4_0-1,1,True,qa_formality,PASS,"The question is well-formed, natural, and asks for a concrete object identity (shark-shaped decorations) rather than a shallow activity report. It avoids naming participants and maintains the first-person perspective."
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY6_12530000_A2_A4_0-1,1,True,evidence_groundedness,PASS,"The question is grounded in the visual evidence. Alice's video confirms she is in the living room (couch, laptop) and cannot see the bedroom. Lucia's video clearly shows her handling blue paper cutouts shaped like sharks. The answer 'Shark-shaped decorations' is directly supported by the visual content of Lucia's clip."
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY6_12530000_A2_A4_0-1,1,True,answerability,PASS,combined videos answer correctly; the evidence provider alone also answered correctly and this is logged as acceptable evidence-provider answerability
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY3_12083000_A2_A5_0-1,3,False,qa_formality,PASS,"The question is well-formed, natural, and asks for a concrete missing object (a specific smartphone) rather than a shallow activity report. It avoids naming participants and maintains a first-person perspective."
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY3_12083000_A2_A5_0-1,3,False,evidence_groundedness,FAIL,"The question asks for an object near the row of pink cups, but the correct answer provided is 'a plain black smartphone'. In the video, the smartphone near the pink cups (visible in both Alice's and Katrina's views) has a distinct leopard print case, not a plain black one. The 'plain black smartphone' is located in the foreground of Alice's view, not near the cups. Thus, the correct answer is factually incorrect regarding the object's appearance and location relative to the anchor."
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY3_12083000_A2_A5_0-1,3,False,answerability,FAIL,combined_all_users did not select correct answer B
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY3_22423000_A3_A4_0-1,1,True,qa_formality,PASS,"The question is well-formed, natural, and asks for a concrete object state (location/interaction with the mixing bowl) rather than a shallow concurrent activity. It avoids direct name leakage and follows the five-option multiple-choice structure correctly."
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY3_22423000_A3_A4_0-1,1,True,evidence_groundedness,PASS,"The question is grounded in the visible actions of both users. Tasha's view shows her piping frosting with the bowl on the table, establishing the context. Lucia's view clearly shows her picking up and holding the mixing bowl, which provides the specific evidence needed to answer the question. The timestamps and claims align with the visual content."
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY3_22423000_A3_A4_0-1,1,True,answerability,PASS,combined videos answer correctly; the evidence provider alone also answered correctly and this is logged as acceptable evidence-provider answerability
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY3_22480000_A1_A2_0-1,3,True,qa_formality,PASS,"The question is natural, first-person, and asks for a concrete object detail (food type) rather than a shallow activity. It avoids naming participants and follows the five-option multiple-choice structure correctly."
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY3_22480000_A1_A2_0-1,3,True,evidence_groundedness,PASS,"The question is grounded in Jake's view, which shows him occupied with a laptop and unable to see the grill. The answer is grounded in Alice's view, which clearly shows her grilling pieces of meat that resemble marinated chicken. The temporal alignment is correct, and the visual evidence supports the specific answer choice."
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY3_22480000_A1_A2_0-1,3,True,answerability,PASS,combined videos answer correctly; the evidence provider alone also answered correctly and this is logged as acceptable evidence-provider answerability
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_15283000_A3_A4_0-1,2,True,qa_formality,PASS,"The question is well-formed, natural, and asks for a concrete object outcome (placement of the box) rather than a shallow activity report. It avoids direct naming of participants and uses descriptive identifiers ('person in the white shirt'). The multiple-choice structure is valid with five distinct options."
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_15283000_A3_A4_0-1,2,True,evidence_groundedness,PASS,"The question is grounded in Tasha's view, which shows her outside looking down at a bag, establishing the context of not seeing the room. The answer is supported by Lucia's view, which clearly shows a woman in a white shirt carrying a cardboard box and placing it on a table with a checkered cloth. The visual evidence aligns with the claims and timestamps."
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_15283000_A3_A4_0-1,2,True,answerability,PASS,combined videos answer correctly; the evidence provider alone also answered correctly and this is logged as acceptable evidence-provider answerability
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY2_13103000_A1_A3_0-1,3,True,qa_formality,PASS,"The question is natural, first-person, and asks for a concrete missing detail (identity of a person in the room) rather than a shallow activity report. It does not name any participants. The multiple-choice structure is valid with five distinct options."
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY2_13103000_A1_A3_0-1,3,True,evidence_groundedness,PASS,"The question asks for a person present in the room that the asker (Jake) cannot see. Jake's video shows him working on a screen with another man, confirming the context and his limited view. Tasha's video clearly shows a woman wearing a blue cap, which is the correct answer. The evidence is grounded in the visible content of both videos."
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY2_13103000_A1_A3_0-1,3,True,answerability,PASS,combined videos answer correctly; the evidence provider alone also answered correctly and this is logged as acceptable evidence-provider answerability
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY4_18220000_A1_A3_0-1,2,True,qa_formality,PASS,The question asks for a specific concrete object (item in microwave) rather than a general activity. It uses first-person perspective ('I was looking at my phone') and avoids naming the other participant directly in the question text. The multiple-choice structure is valid with five distinct options.
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY4_18220000_A1_A3_0-1,2,True,evidence_groundedness,PASS,The question asks for a specific object detail (paper plate) that is not visible in the asker's view (Jake is looking at his phone outside). The evidence provider's view (Tasha) clearly shows the action of picking up a paper plate and placing it into the microwave. The timestamps and claims align perfectly with the visual evidence.
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY4_18220000_A1_A3_0-1,2,True,answerability,PASS,combined videos answer correctly; the evidence provider alone also answered correctly and this is logged as acceptable evidence-provider answerability
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY6_10570000_A3_A6_0-1,2,True,qa_formality,PASS,"The question is well-formed, uses a natural first-person perspective, asks for a concrete object state (bed condition) rather than a person's activity, and does not name any participants. The multiple-choice structure is valid with five distinct options."
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY6_10570000_A3_A6_0-1,2,True,evidence_groundedness,PASS,"The question asks for the state of a bed, which is not visible in the asker's (Tasha) outdoor video. The evidence provider's (Shure) video clearly shows a bedroom with a bed covered in clothes and items at the start of the clip (00:00-00:02). The answer is directly supported by the visual evidence in Shure's video."
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY6_10570000_A3_A6_0-1,2,True,answerability,PASS,combined videos answer correctly; the evidence provider alone also answered correctly and this is logged as acceptable evidence-provider answerability
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY4_12500000_A1_A6_0-1,3,False,qa_formality,PASS,"The question is well-formed, natural, and asks for a concrete missing object/state (items on the bed) rather than a shallow activity report. It avoids direct name leakage and adheres to the five-option multiple-choice structure."
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY4_12500000_A1_A6_0-1,3,False,evidence_groundedness,FAIL,The evidence claim for Shure is factually incorrect regarding the video content. The provided video for Shure (A6_SHURE) begins in a living/dining room with people standing around a table (00:00-00:09). The view of the bed with the black device and tablet only appears later in the clip (around 00:10-00:12) after the user walks into the bedroom. The claim that the camera is 'positioned on the bed' at '00:00 - 00:01' is a hallucination of the video content.
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY4_12500000_A1_A6_0-1,3,False,answerability,PASS,combined videos answer correctly; the evidence provider alone also answered correctly and this is logged as acceptable evidence-provider answerability
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY2_18360000_A2_A4_0-1,3,False,qa_formality,PASS,"The question is natural, first-person, and asks for a concrete object detail (what was held) rather than a shallow activity report. It does not name any participants. The multiple-choice structure is valid with five distinct options and a correct answer matching option B."
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY2_18360000_A2_A4_0-1,3,False,evidence_groundedness,FAIL,"The evidence claim that Alice is holding a red soda can is not supported by the video. In Lucia's view (e.g., at 18:36:21), Alice is clearly holding a clear plastic water bottle (visible in frames like 18:36:11 and 18:36:21). The red soda can is held by another person (the man in the purple shirt). The correct answer 'a red soda can' is factually incorrect based on the visual evidence."
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY2_18360000_A2_A4_0-1,3,False,answerability,FAIL,combined_all_users did not select correct answer B
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY2_12420000_A2_A4_0-1,1,True,qa_formality,PASS,"The question is natural, first-person, and asks for a concrete missing detail (identity of a person in the blind spot) rather than a shallow activity report. It does not name any participants. The multiple-choice structure is valid with five distinct options."
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY2_12420000_A2_A4_0-1,1,True,evidence_groundedness,PASS,"The question is grounded in Alice's view, which shows her seated and occupied with a hair treatment, limiting her view of the room. The answer is supported by Lucia's view, which clearly shows a man in a red shirt standing in the background near the table. The evidence claims and timestamps align with the visual content."
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY2_12420000_A2_A4_0-1,1,True,answerability,PASS,combined videos answer correctly; the evidence provider alone also answered correctly and this is logged as acceptable evidence-provider answerability
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_18003000_A1_A5_0-1,3,False,qa_formality,PASS,"The question is well-formed, natural, and asks for a concrete visual detail (headwear) rather than a shallow activity report. It does not name the required users directly."
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_18003000_A1_A5_0-1,3,False,evidence_groundedness,FAIL,"The evidence provider's view (Katrina) does not support the claim that the man is wearing a black baseball cap. In the provided frames (e.g., 18:00:42:00, 18:00:52:14), the man in the blue shirt is clearly wearing a blue bicycle helmet, not a black baseball cap. The correct answer 'A black baseball cap' is factually incorrect based on the video evidence."
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_18003000_A1_A5_0-1,3,False,answerability,FAIL,asker/subset condition answered correctly: single_user::Jake
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_13380000_A2_A4_0-1,3,False,qa_formality,FAIL,"The question is a shallow concurrent-activity query ('Was she eating?') asking what the other person was doing, rather than asking for a concrete missing object, state, or outcome relevant to the speaker's own task or environment.; semantic_subchecks.other_person_activity_query failed: The question asks 'Was she eating?' which is a direct query about the other person's concurrent activity. It does not ask for a concrete missing object, state, location, outcome, or explanation tied to the speaker's information need."
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_13380000_A2_A4_0-1,3,False,evidence_groundedness,FAIL,"The evidence claims that the woman in the white shirt is 'eating from a bowl' are not supported by the video. In Lucia's view (e.g., at 00:02-00:05), the woman in the white shirt is holding a white bowl and a spoon, but she is looking down at the bowl and manipulating the spoon, not actively eating (bringing food to her mouth). She appears to be preparing or stirring the contents. The claim of 'eating' is an assumption not clearly visible in the clip."
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_13380000_A2_A4_0-1,3,False,answerability,FAIL,asker/subset condition answered correctly: single_user::Alice
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY6_16390000_A1_A2_0-1,3,False,qa_formality,FAIL,"The question 'What were the people at the table doing?' is a shallow concurrent-activity query. It asks for the activity of others rather than a concrete missing object, state, location, or outcome relevant to the speaker's own information need.; semantic_subchecks.other_person_activity_query failed: The question asks 'What were the people at the table doing?' and the answer is 'Working on laptops'. This is a direct query about another person's activity, which is explicitly forbidden unless it resolves a concrete missing object/state/location/outcome. Here, it is just an activity report."
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY6_16390000_A1_A2_0-1,3,False,evidence_groundedness,PASS,"The question is grounded in the visual evidence. Jake's view (00:00-00:03) is indeed directed downwards at the floor and legs, obscuring the table. Alice's view (00:05-00:08) clearly shows people at the table using laptops. The answer 'Working on laptops' is supported by Alice's video."
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY6_16390000_A1_A2_0-1,3,False,answerability,FAIL,asker/subset condition answered correctly: single_user::Jake
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY2_16080000_A3_A4_0-1,3,False,qa_formality,PASS,"The question is natural, first-person, and asks for a concrete object detail (color/identity) rather than a shallow activity report. It does not name any participants. The multiple-choice structure is valid with five distinct options."
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY2_16080000_A3_A4_0-1,3,False,evidence_groundedness,FAIL,"The claim that Lucia's video shows the red appliance is not supported by the provided frames. The frames for Lucia (A4_LUCIA) show a projector screen, a table, and people, but the red mini-fridge visible in Tasha's view is not visible in the provided frames for Lucia. Additionally, the claim that Tasha's view is insufficient is incorrect, as Tasha's video clearly shows the red fridge at the end of the clip."
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY2_16080000_A3_A4_0-1,3,False,answerability,FAIL,asker/subset condition answered correctly: single_user::Tasha
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY6_20330000_A2_A6_0-1,1,True,qa_formality,PASS,"The question is well-formed, natural, and asks for a specific concrete state (hand posture/object holding) rather than a general activity. It avoids naming participants and follows the five-option multiple-choice structure correctly."
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY6_20330000_A2_A6_0-1,1,True,evidence_groundedness,PASS,"The question is grounded in the visual evidence. Alice's view (A2) shows the room and the guitarist but does not show the person sitting immediately next to her (to her right), creating a valid information gap. Shure's view (A6) clearly shows this neighbor (wearing a patterned shirt) sitting with their hands clasped together in their lap, confirming the correct answer 'Clasping their hands together'. The timestamps and claims align with the video content."
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY6_20330000_A2_A6_0-1,1,True,answerability,PASS,combined videos answer correctly; the evidence provider alone also answered correctly and this is logged as acceptable evidence-provider answerability
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_12410000_A5_A6_0-1,3,False,qa_formality,PASS,"The question is natural, first-person, and asks for a concrete visual detail (screen content) rather than a shallow activity report. It does not name participants. The multiple-choice structure is valid with five distinct options."
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_12410000_A5_A6_0-1,3,False,evidence_groundedness,FAIL,"The question contains a factual contradiction with the video evidence. It states the asker (Katrina) was 'standing there', but the video clearly shows her sitting on a sofa. Additionally, the evidence provider (Shure) is also sitting on the sofa, not standing. The claim that the asker is facing away from the laptop is also incorrect; she is sitting next to the laptop user and looking at her phone, but the laptop is in her peripheral view, not behind her."
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_12410000_A5_A6_0-1,3,False,answerability,PASS,combined videos answer correctly; the evidence provider alone also answered correctly and this is logged as acceptable evidence-provider answerability
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY7_14280000_A3_A6_0-1,3,False,qa_formality,FAIL,"The question asks 'what was the person on the floor actually doing?', which is a shallow concurrent-activity query about another person's actions. It fails the other_person_activity_query subcheck because it does not ask for a concrete missing object, state, location, or outcome relevant to the speaker's own information need, but rather just reports what someone else was doing.; semantic_subchecks.other_person_activity_query failed: The question explicitly asks 'what was the person on the floor actually doing?'. This is a direct query about another person's activity. The instructions state to FAIL this subcheck for variants like 'what activity were they engaged in?' unless the question asks for a concrete missing object, state, location, outcome, consequence, explanation, or follow-up. Here, the answer is simply the activity itself ('crouching down...'), not a derived fact or object state."
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY7_14280000_A3_A6_0-1,3,False,evidence_groundedness,PASS,"The question is grounded in the visual evidence. Tasha's video shows a person standing in the doorway, establishing the context. Shure's video clearly shows a woman crouching on the floor and reaching for a pink object on the bed, which directly supports the correct answer 'crouching down to reach something on the bed'. The timestamps and claims align with the visible actions in the videos."
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY7_14280000_A3_A6_0-1,3,False,answerability,PASS,combined videos answer correctly; the evidence provider alone also answered correctly and this is logged as acceptable evidence-provider answerability
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY3_15333000_A3_A5_0-1,3,False,qa_formality,PASS,"The question is natural, first-person, and asks for a concrete visual detail (wall color) rather than a shallow activity report. It does not name any participants. The multiple-choice structure is valid with five distinct options."
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY3_15333000_A3_A5_0-1,3,False,evidence_groundedness,FAIL,"The evidence claim for Tasha is not supported by the video. The claim states Tasha is 'looking towards a building' at 15:33:30-15:33:36, but the video shows Tasha walking along a path and crossing a bridge with no visible building in her field of view during that timeframe. The contextual anchor is missing."
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY3_15333000_A3_A5_0-1,3,False,answerability,FAIL,combined_all_users did not select correct answer A
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_11400000_A3_A6_0-1,3,False,qa_formality,PASS,"The question is well-formed, uses a natural first-person perspective, and asks for a concrete detail (content on the whiteboard) rather than a shallow activity report. It does not name participants. The multiple-choice structure is valid with five distinct options."
